2021년 8월 1일,802460,819000,818000,785150,766500
2021년 8월 2일,799720,837200,818000,839350,766500
2021년 8월 3일,803950,781920,808400,855280,773800
2021년 8월 4일,790340,803480,818000,862980,770220
2021년 8월 5일,803480,803890,817990,862730,770000
2021년 8월 6일,811060,803830,817990,862670,769850
2021년 8월 7일,805150,801970,818000,862430,766600
2021년 8월 8일,805880,787220,800980,862200,767300
2021년 8월 9일,807800,804000,818000,862070,759200
2021년 8월 10일,821760,804000,818000,798680,807850
2021년 8월 12일,921190,940000,1900000,818000,2100000
2021년 8월 12일,921190,940000,1900000,818000,2100000
2021년 8월 13일,920000,929940,818000,1900000,2100000
2021년 8월 14일,969000,949000,818000,1900000,1009990
2021년 8월 15일,969000,949000,818000,1900000,1199990
2021년 8월 16일,969000,954000,818000,1900000,1010000
2021년 8월 17일,969000,954000,1020000,1900000,1009850
2021년 8월 18일,1010000,1099000,1050000,947600,1008900
2021년 8월 19일,1093700,1123500,1700000,1123500,1010000
2021년 8월 20일,1113890,2100000,1123500,1123500,1700000
2021년 8월 21일,1113650,2100000,1177000,1177000,1700000
2021년 8월 22일,1113530,2100000,1177000,1177000,1700000
2021년 8월 23일,1113170,2100000,947600,1200000,1700000
2021년 8월 24일,1110000,2100000,1284000,984900,1700000
2021년 8월 25일,1090000,1080000,1143700,1230500,1700000
2021년 8월 26일,1284000,2100000,1143700,1111990,1380000
2021년 8월 27일,1284000,1150000,1273630,1230500,1380000
2021년 8월 28일,1284000,1273630,1230500,1380000,1700000
2021년 8월 29일,1284000,1273630,1700000,1380000,1061400
2021년 8월 30일,1284000,1284000,1057890,1186740,1700000
2021년 8월 31일,1241940,1169000,1054100,1186450,1044320
2021년 9월 1일,1183880,1053870,1169000,1046290,1406000
2021년 9월 2일,1057340,1169000,1162050,1046290,1700000
2021년 9월 3일,1057950,1169000,1155550,1294560,1199950
2021년 9월 4일,1070000,1169000,1117870,1199950,1700000
2021년 9월 5일,1069900,1169000,1155390,1322050,2110000
2021년 9월 6일,1164900,1169000,1147830,1199950,1324800
2021년 9월 7일,1248990,1195000,1199950,2110000,1700000
2021년 9월 8일,1228380,1189270,1199950,1276730,1700000
2021년 9월 9일,1228130,1192260,1230000,1700000,1198810
2021년 9월 10일,1208400,1131860,1159950,1230500,1131860
2021년 9월 11일,1131860,1191400,1159850,1230500,1131810
2021년 9월 12일,1170110,1191230,1159850,1230500,1131860
2021년 9월 13일,1176970,1188000,1159800,1230500,1187200
2021년 9월 14일,1190000,1176600,1180000,1251900,1166000
2021년 9월 15일,1219000,1171500,1180000,1154990,1144800
2021년 9월 16일,1219000,1171500,1153600,1154840,1166000
2021년 9월 20일,1169950,1171500,1153600,1154890,1133900
2021년 9월 22일,1169950,1166000,1153380,1128350,1095000
2021년 9월 23일,1169950,1162700,1123320,1128400,1095000
2021년 9월 24일,1169710,1162000,1182320,1246950,1128100
2021년 9월 25일,1157190,1146550,1070000,1109950,1228950
