2021년 8월 1일,1293180,1399200,1431000,1168400,2700000
2021년 8월 2일,1279520,1399200,1452200,2700000,1469000
2021년 8월 3일,1298950,1399200,1359000,2700000,2700000
2021년 8월 4일,1303800,1431000,1289000,2700000,2700000
2021년 8월 5일,1303800,1699950,1288000,2700000,1519340
2021년 8월 6일,1303800,1289000,1699950,2700000,1350000
2021년 8월 7일,1358750,1378000,1430400,1519340,1799350
2021년 8월 8일,1358700,1378000,1490000,1519340,1340000
2021년 8월 9일,1287600,1390000,1410400,1340000,1519340
2021년 8월 10일,1484000,1450000,1469700,1710000,1919870
2021년 8월 12일,1319500,1389200,1490000,1431000,1348510
2021년 8월 12일,1319500,1389200,1490000,1431000,1380000
2021년 8월 13일,1497600,1389200,1490000,1246000,1799520
2021년 8월 14일,1530000,1389200,1490000,1246000,1799450
2021년 8월 15일,1438150,1603190,1520000,1316000,1799280
2021년 8월 16일,1530000,1603080,1520000,1799150,1399000
2021년 8월 17일,1359000,1560390,1520000,1798850,1380000
2021년 8월 18일,1577000,1430390,1550000,1784130,1399760
2021년 8월 19일,1449000,1434950,1550000,1399520,1530480
2021년 8월 20일,1576950,1500000,1600000,1596860,1699990
2021년 8월 21일,1576950,1500000,1600000,1522090,1699990
2021년 8월 22일,1576950,1500000,1600000,1522030,1398860
2021년 8월 23일,1596950,1499600,1600000,1501200,1443750
2021년 8월 24일,1668950,1499600,1600000,1474890,1443640
2021년 8월 25일,1569000,1430400,1600000,1445690,1435500
2021년 8월 26일,1568770,1563890,1436310,1600000,1361600
2021년 8월 27일,1566370,1563640,1649000,1409030,1942430
2021년 8월 28일,1569000,1563460,1799990,1435590,1649000
2021년 8월 29일,1662450,1563220,1799870,1435590,1942240
2021년 8월 30일,1662450,1562930,1435590,1799990,1941950
2021년 8월 31일,1712000,1589020,1531200,1692000,1799990
2021년 9월 1일,1634400,1599000,3000000,1712000,1799990
2021년 9월 2일,1678950,1700000,3000000,1699000,1799820
2021년 9월 3일,1634400,1712000,3000000,1699000,1799810
2021년 9월 4일,1712000,1699870,3000000,1590000,1799690
2021년 9월 5일,1699580,1749000,1700000,3000000,1799460
2021년 9월 6일,1699270,1748890,1712000,1799280,1821880
2021년 9월 7일,1698970,1748640,1799090,1712000,1601200
2021년 9월 8일,1692280,1729600,1799030,1712000,1601250
2021년 9월 9일,1699950,1729000,1889950,1696000,2000000
2021년 9월 10일,1699950,1699500,1889950,1696000,2483880
2021년 9월 11일,1728950,1699500,1889950,2483700,1696000
2021년 9월 12일,1728950,1699500,1889950,2483530,1696000
2021년 9월 13일,1728950,1696000,1889950,1747180,1699000
2021년 9월 14일,1728950,1670000,1889950,1698940,2550000
2021년 9월 15일,1728950,1670000,1889950,2550000,1696000
2021년 9월 16일,1669000,1729000,1889950,1698530,1647260
2021년 9월 20일,1696000,1728990,1645000,1889950,1697920
2021년 9월 22일,1696000,1698840,1590000,1889950,1613200
